Mod:Item:MetaData, Localized Name
hbm:fluid_icon:131, Fullerene Solution
hbm:fluid_icon:108, Dissolved Egg
hbm:fluid_icon:109, Cholesterol Solution
hbm:fluid_icon:115, Chlorocalcite Solution
hbm:fluid_icon:116, Mixed Chlorocalcite Solution
hbm:fluid_icon:117, Cleaned Chlorocalcite Solution
hbm:fluid_icon:118, Potassiumchloride Solution
hbm:fluid_icon:119, Calciumchloride Solution
hbm:fluid_icon:120, Calcium Solution
hbm:fluid_icon:149, Sodium Aluminate
hbm:fluid_icon:150, Bauxite Solution
hbm:fluid_icon:151, Alumina
hbm:fluid_icon:153, Liquid Concrete
hbm:fluid_icon:49, Fracking Solution
hbm:fluid_icon:148, Lye
hbm:fluid_icon:102, Phosgene
hbm:fluid_icon:103, Mustard Gas
hbm:fluid_icon:110, Estradiol Solution
hbm:fluid_icon:113, Nitroglycerin
hbm:fluid_icon:33, Antimatter
hbm:fluid_icon:34, Antischrabidium
hbm:fluid_icon:44, Liquid Nuclear Waste
hbm:fluid_icon:45, Gaseous Nuclear Waste
hbm:fluid_icon:70, Experience Juice
hbm:fluid_icon:71, Ender Juice
hbm:fluid_icon:140, Stellar Flux
hbm:fluid_icon:50, Deuterium-Tritium Plasma
hbm:fluid_icon:51, Hydrogen-Deuterium Plasma
hbm:fluid_icon:52, Hydrogen-Tritium Plasma
hbm:fluid_icon:56, Deuterium-Helium-3 Plasma
hbm:fluid_icon:53, Helium-4-Oxygen Plasma
hbm:fluid_icon:54, Balefire Plasma
hbm:fluid_icon:121, Smoke
hbm:fluid_icon:122, Leaded Smoke
hbm:fluid_icon:123, Poison Smoke
hbm:fluid_icon:132, Booster Pheromone
hbm:fluid_icon:133, Modified Booster Pheromone
hbm:fluid_icon:89, Hydrazine
hbm:fluid_icon:1000, hbmfluid.custom_demo
hbm:gadget_explosive, First Generation Explosive Lens
hbm:gadget_explosive8, Bundle of First Generation Implosion Propellant
hbm:gadget_wireing, Wiring
hbm:gadget_core, Large Plutonium Core
hbm:boy_shielding, Neutron Shielding
hbm:boy_target, Subcritical U235 Target
hbm:boy_bullet, U235 Projectile
hbm:boy_propellant, Propellant
hbm:boy_igniter, Bomb Igniter
hbm:man_core, Plutonium Core
hbm:man_explosive, Explosive Lens
hbm:man_explosive8, Bundle of Implosion Propellant
hbm:man_igniter, Bomb Firing Unit
hbm:mike_core, Uranium Coated Deuterium Tank
hbm:mike_cooling_unit, Deuterium Cooling Unit
hbm:tsar_core, Tsar Bomba Core
hbm:fleija_igniter, Pulse Igniter
hbm:fleija_propellant, Schrabidium Propellant
hbm:fleija_core, F.L.E.I.J.A. Uranium 235 Charge
hbm:solinium_core, Semi-Stable Solinium Core
hbm:solinium_igniter, SOL Pulse Igniter
hbm:solinium_propellant, SOL Compression Charge
hbm:n2_charge, Large Explosive Charge
hbm:egg_balefire_shard, Balefire Shard
hbm:egg_balefire, Balefire Egg
hbm:custom_tnt, Custom Nuke Explosive Charge
hbm:custom_nuke, Custom Nuke Nuclear Rod
hbm:custom_hydro, Custom Nuke Hydrogen Rod
hbm:custom_amat, Custom Nuke Antimatter Rod
hbm:custom_dirty, Custom Nuke Dirty Rod
hbm:custom_schrab, Custom Nuke Schrabidium Rod
hbm:custom_sol, Custom Nuke Solinium Rod
hbm:custom_euph, Custom Nuke Anti-Mass Rod
hbm:custom_fall, Custom Nuke Drop Upgrade
hbm:grenade_kit, Grenade Kit
hbm:gadget_kit, The Gadget Kit
hbm:boy_kit, Little Boy Kit
hbm:man_kit, Fat Man Kit
hbm:mike_kit, Ivy Mike Kit
hbm:tsar_kit, Tsar Bomba Kit
hbm:prototype_kit, Prototype Kit
hbm:fleija_kit, F.L.E.I.J.A. Kit
hbm:solinium_kit, Solinium Kit
hbm:balefire_kit, Balefire Bomb Kit
hbm:multi_kit, Multi Purpose Bomb Kit
hbm:custom_kit, Custom Nuke Kit
hbm:missile_kit, Missile Kit
hbm:t45_kit, T45 Power Armor Kit
hbm:hazmat_kit, Hazmat Kit
hbm:hazmat_red_kit, Advanced Hazmat Kit
hbm:hazmat_grey_kit, High-Performance Hazmat Kit
hbm:nuke_starter_kit, Atomic Science Starter Kit
hbm:nuke_advanced_kit, Atomic Science Advanced Kit
hbm:nuke_commercially_kit, Atomic Science Kit for Commercial Uses
hbm:kit_custom, item.kit_custom.name
hbm:toolbox, Toolbox
hbm:loot_10, Size 10 Missile Loot Crate
hbm:loot_15, Size 15 Missile Loot Crate
hbm:loot_misc, General Missile Loot Crate
hbm:sat_mapper, Surface Mapping Satellite
hbm:sat_scanner, Satellite with Depth-Resource Scanning Module
hbm:sat_radar, Radar Survey Satellite
hbm:sat_laser, Orbital Death Ray
hbm:sat_foeq, PEAF - Mk.I FOEQ Duna Probe with experimental Nuclear Propulsion
hbm:sat_resonator, Xenium Resonator Satellite
hbm:sat_miner, Asteroid Mining Ship
hbm:sat_lunar_miner, Lunar Mining Ship
hbm:sat_gerald, Gerald The Construction Android
hbm:sat_chip, Satellite ID-Chip
hbm:sat_interface, Satellite Control Interface
hbm:sat_coord, Satellite Designator
hbm:sat_designator, Satellite Laser Designator
hbm:sat_relay, Satellite Radar Relay
hbm:rangefinder, Rangefinder
hbm:designator, Short Range Target Designator
hbm:designator_range, Long Range Target Designator
hbm:designator_manual, Manual Target Designator
hbm:launch_code_piece, Silo Launch Code Piece
hbm:launch_code, Silo Launch Code
hbm:launch_key, Silo Launch Key
hbm:missile_assembly, Small Missile Assembly
hbm:missile_generic, High Explosive Missile
hbm:missile_strong, Strong HE Missile
hbm:missile_burst, Spare Missile
hbm:missile_incendiary, Incendiary Missile
hbm:missile_incendiary_strong, Strong Incendiary Missile
hbm:missile_inferno, Inferno Missile G.R.N. Mk.II
hbm:missile_cluster, Cluster Missile
hbm:missile_cluster_strong, Strong Cluster Missile
hbm:missile_rain, Bomblet Rain
hbm:missile_buster, Bunker Buster
hbm:missile_buster_strong, Enhanced Bunker Buster
hbm:missile_drill, The Concrete Cracker
hbm:missile_n2, N² Missile
hbm:missile_nuclear, Nuclear Missile
hbm:missile_nuclear_cluster, Thermonuclear Missile
hbm:missile_volcano, Tectonic Missile
hbm:missile_endo, Endothermic Missile
hbm:missile_exo, Exothermic Missile
hbm:missile_shuttle, Reliant Robin Space Shuttle
hbm:missile_doomsday, Doomsday Missile
hbm:missile_doomsday_rusted, Damaged Doomsday Missile
hbm:missile_taint, Taint-Tipped Missile
hbm:missile_micro, Micro-Nuclear Missile
hbm:missile_bhole, Black Hole Missile
hbm:missile_schrabidium, Schrabidium Missile
hbm:missile_emp, EMP Missile
hbm:missile_emp_strong, Strong EMP Missile
hbm:missile_anti_ballistic, Anti-Ballistic Missile
hbm:missile_carrier, HTR-01 Carrier Rocket
hbm:missile_decoy, Decoy Missile
hbm:missile_stealth, Stealth Missile
hbm:missile_soyuz_lander, Orbital Module
hbm:missile_soyuz:0, Soyuz-FG
hbm:missile_soyuz:1, Soyuz-FG
hbm:missile_soyuz:2, Soyuz-FG
hbm:warhead_generic_small, Small Warhead
hbm:warhead_incendiary_small, Small Incendiary Warhead
hbm:warhead_cluster_small, Small Cluster Warhead
hbm:warhead_buster_small, Small Bunker Buster Warhead
hbm:warhead_generic_medium, Medium Warhead
hbm:warhead_incendiary_medium, Medium Incendiary Warhead
hbm:warhead_cluster_medium, Medium Cluster Warhead
hbm:warhead_buster_medium, Medium Bunker Buster Warhead
hbm:warhead_generic_large, Large Warhead
hbm:warhead_incendiary_large, Large Incendiary Warhead
hbm:warhead_cluster_large, Large Cluster Warhead
hbm:warhead_buster_large, Large Bunker Buster Warhead
hbm:warhead_n2, N² Warhead
hbm:warhead_nuclear, Nuclear Warhead
hbm:warhead_mirvlet, MIRV
hbm:warhead_mirv, Thermonuclear Warhead
hbm:warhead_volcano, Tectonic Warhead
hbm:warhead_thermo_endo, Endothermic Warhead
hbm:warhead_thermo_exo, Exothermic Warhead
hbm:thruster_small, Small Thruster
hbm:thruster_medium, Medium Thruster
hbm:thruster_large, Large Thruster
hbm:cap_aluminium, Aluminium Cap
hbm:fins_flat, Flat Steel Casing
hbm:fins_small_steel, Small Steel Grid Fins
hbm:fins_big_steel, Big Steel Grid Fins
hbm:fins_tri_steel, Large Steel Fins
hbm:fins_quad_titanium, Small Titanium Fins
hbm:sphere_steel, Steel Sphere
hbm:pedestal_steel, Steel Pedestal
hbm:dysfunctional_reactor, Dysfunctional Nuclear Reactor
hbm:rotor_steel, Large Steel Rotor
hbm:generator_steel, Generator Body
hbm:sat_head_mapper, High-Gain Optical Camera
hbm:sat_head_scanner, M700 Survey Scanner
hbm:sat_head_radar, Radar Dish
hbm:sat_head_laser, Death Ray
hbm:sat_head_resonator, Xenium Resonator
hbm:seg_10, Size 10 Connector
hbm:seg_15, Size 15 Connector
hbm:seg_20, Size 20 Connector
hbm:fuel_tank_small, Small Fuel Tank
hbm:fuel_tank_medium, Medium Fuel Tank
hbm:fuel_tank_large, Large Fuel Tank
hbm:tank_steel, Steel Tank
hbm:mike_deut, Deuterium Tank
hbm:mp_thruster_10_kerosene, Size 10 Liquid Fuel Thruster
hbm:mp_thruster_10_solid, Size 10 Solid Fuel Thruster
hbm:mp_thruster_10_xenon, Size 10 Ion Thruster
hbm:mp_thruster_15_kerosene, Size 15 Liquid Fuel Thruster
hbm:mp_thruster_15_kerosene_dual, Size 15 Liquid Fuel Twin Thrusters
hbm:mp_thruster_15_kerosene_triple, Size 15 Liquid Fuel Triple Thrusters
hbm:mp_thruster_15_solid, Size 15 Solid Fuel Thruster
hbm:mp_thruster_15_solid_hexdecuple, Size 15 Solid Fuel Hexdecuple Thrusters
hbm:mp_thruster_15_hydrogen, Size 15 Hydrogen Thruster
hbm:mp_thruster_15_hydrogen_dual, Size 15 Hydrogen Twin Thrusters
hbm:mp_thruster_15_balefire_short, Size 15 BF Thruster with Nuclear Preheater (Shortened)
hbm:mp_thruster_15_balefire, Size 15 BF Thruster with Nuclear Preheater
hbm:mp_thruster_15_balefire_large, Size 15 BF Thruster with Nuclear Preheater (Heavy Duty Nozzle)
hbm:mp_thruster_15_balefire_large_rad, Size 15 BF Thruster with Nuclear Preheater (Heavy Duty Nozzle)
hbm:mp_thruster_20_kerosene, Size 20 Liquid Fuel Thruster
hbm:mp_thruster_20_kerosene_dual, Size 20 Liquid Fuel Twin Thrusters
hbm:mp_thruster_20_kerosene_triple, Size 20 Liquid Fuel Triple Thrusters
hbm:mp_thruster_20_solid, Size 20 Solid Fuel Thruster
hbm:mp_thruster_20_solid_multi, Size 20 Solid Fuel 30-Fold Thrusters
hbm:mp_thruster_20_solid_multier, Size 20 Solid Fuel 47-Fold Thrusters
hbm:mp_stability_10_flat, Size 10 Flat Fins
hbm:mp_stability_10_cruise, Size 10 Cruise Fins
hbm:mp_stability_10_space, Size 10 Space Fins
hbm:mp_stability_15_flat, Size 15 Flat Fins
hbm:mp_stability_15_thin, Size 15 Thin Fins
hbm:mp_stability_15_soyuz, Size 15 Pointy Fins
hbm:mp_fuselage_10_kerosene, Size 10 Kerosene Fuselage
hbm:mp_fuselage_10_kerosene_camo, Size 10 Kerosene Fuselage
hbm:mp_fuselage_10_kerosene_desert, Size 10 Kerosene Fuselage
hbm:mp_fuselage_10_kerosene_sky, Size 10 Kerosene Fuselage
hbm:mp_fuselage_10_kerosene_flames, Size 10 Kerosene Fuselage
hbm:mp_fuselage_10_kerosene_insulation, Size 10 Kerosene Fuselage
hbm:mp_fuselage_10_kerosene_sleek, Size 10 Kerosene Fuselage
hbm:mp_fuselage_10_kerosene_metal, Size 10 Kerosene Fuselage
hbm:mp_fuselage_10_kerosene_taint, Size 10 Kerosene Fuselage
hbm:mp_fuselage_10_solid, Size 10 Solid Fuel Fuselage
hbm:mp_fuselage_10_solid_flames, Size 10 Solid Fuel Fuselage
hbm:mp_fuselage_10_solid_insulation, Size 10 Solid Fuel Fuselage
hbm:mp_fuselage_10_solid_sleek, Size 10 Solid Fuel Fuselage
hbm:mp_fuselage_10_solid_soviet_glory, Size 10 Solid Fuel Fuselage
hbm:mp_fuselage_10_solid_cathedral, Size 10 Solid Fuel Fuselage
hbm:mp_fuselage_10_solid_moonlit, Size 10 Solid Fuel Fuselage
hbm:mp_fuselage_10_solid_battery, Size 10 Solid Fuel Fuselage
hbm:mp_fuselage_10_solid_duracell, Size 10 Solid Fuel Fuselage
hbm:mp_fuselage_10_xenon, Size 10 Xenon Fuselage
hbm:mp_fuselage_10_xenon_bhole, Size 10 Xenon Fuselage
hbm:mp_fuselage_10_long_kerosene, Size 10 Long Kerosene Fuselage
hbm:mp_fuselage_10_long_kerosene_camo, Size 10 Long Kerosene Fuselage
hbm:mp_fuselage_10_long_kerosene_desert, Size 10 Long Kerosene Fuselage
hbm:mp_fuselage_10_long_kerosene_sky, Size 10 Long Kerosene Fuselage
hbm:mp_fuselage_10_long_kerosene_flames, Size 10 Long Kerosene Fuselage
hbm:mp_fuselage_10_long_kerosene_insulation, Size 10 Long Kerosene Fuselage
hbm:mp_fuselage_10_long_kerosene_sleek, Size 10 Long Kerosene Fuselage
hbm:mp_fuselage_10_long_kerosene_metal, Size 10 Long Kerosene Fuselage
hbm:mp_fuselage_10_long_kerosene_dash, Size 10 Long Kerosene Fuselage
hbm:mp_fuselage_10_long_kerosene_taint, Size 10 Long Kerosene Fuselage
hbm:mp_fuselage_10_long_kerosene_vap, Size 10 Long Kerosene Fuselage
hbm:mp_fuselage_10_long_solid, Size 10 Long Solid Fuel Fuselage
hbm:mp_fuselage_10_long_solid_flames, Size 10 Long Solid Fuel Fuselage
hbm:mp_fuselage_10_long_solid_insulation, Size 10 Long Solid Fuel Fuselage
hbm:mp_fuselage_10_long_solid_sleek, Size 10 Long Solid Fuel Fuselage
hbm:mp_fuselage_10_long_solid_soviet_glory, Size 10 Long Solid Fuselage
hbm:mp_fuselage_10_long_solid_bullet, Size 10 Long Solid Fuselage
hbm:mp_fuselage_10_long_solid_silvermoonlight, Size 10 Long Solid Fuselage
hbm:mp_fuselage_10_15_kerosene, Size 10/15 Kerosene Fuselage
hbm:mp_fuselage_10_15_solid, Size 10/15 Solid Fuel Fuselage
hbm:mp_fuselage_10_15_hydrogen, Size 10/15 Hydrogen Fuselage
hbm:mp_fuselage_10_15_balefire, Size 10/15 BF Fuselage
hbm:mp_fuselage_15_kerosene, Size 15 Kerosene Fuselage
hbm:mp_fuselage_15_kerosene_camo, Size 15 Kerosene Fuselage
hbm:mp_fuselage_15_kerosene_desert, Size 15 Kerosene Fuselage
hbm:mp_fuselage_15_kerosene_sky, Size 15 Kerosene Fuselage
hbm:mp_fuselage_15_kerosene_insulation, Size 15 Kerosene Fuselage
hbm:mp_fuselage_15_kerosene_metal, Size 15 Kerosene Fuselage
hbm:mp_fuselage_15_kerosene_decorated, Size 15 Kerosene Fuselage
hbm:mp_fuselage_15_kerosene_steampunk, Size 15 Kerosene Fuselage
hbm:mp_fuselage_15_kerosene_polite, Size 15 Kerosene Fuselage
hbm:mp_fuselage_15_kerosene_blackjack, Size 15 Kerosene Fuselage
hbm:mp_fuselage_15_kerosene_lambda, Size 15 Kerosene Fuselage
hbm:mp_fuselage_15_kerosene_minuteman, Size 15 Kerosene Fuselage
hbm:mp_fuselage_15_kerosene_pip, Size 15 Kerosene Fuselage
hbm:mp_fuselage_15_kerosene_taint, Size 15 Kerosene Fuselage
hbm:mp_fuselage_15_kerosene_yuck, Size 15 Kerosene Fuselage
hbm:mp_fuselage_15_solid, Size 15 Solid Fuel Fuselage
hbm:mp_fuselage_15_solid_insulation, Size 15 Solid Fuel Fuselage
hbm:mp_fuselage_15_solid_desh, Size 15 Solid Fuel Fuselage
hbm:mp_fuselage_15_solid_soviet_glory, Size 15 Solid Fuel Fuselage
hbm:mp_fuselage_15_solid_soviet_stank, Size 15 Solid Fuel Fuselage
hbm:mp_fuselage_15_solid_faust, Size 15 Solid Fuel Fuselage
hbm:mp_fuselage_15_solid_silvermoonlight, Size 15 Solid Fuel Fuselage
hbm:mp_fuselage_15_solid_snowy, Size 15 Solid Fuel Fuselage
hbm:mp_fuselage_15_solid_panorama, Size 15 Solid Fuel Fuselage
hbm:mp_fuselage_15_solid_roses, Size 15 Solid Fuel Fuselage
hbm:mp_fuselage_15_solid_mimi, Size 15 Solid Fuel Mimi-chan's Body
hbm:mp_fuselage_15_hydrogen, Size 15 Hydrogen Fuselage
hbm:mp_fuselage_15_hydrogen_cathedral, Size 15 Hydrogen Fuselage
hbm:mp_fuselage_15_balefire, Size 15 BF Fuselage
hbm:mp_fuselage_15_20_kerosene, Size 15/20 Kerosene Fuselage
hbm:mp_fuselage_15_20_kerosene_magnusson, Size 15/20 Kerosene Fuselage
hbm:mp_fuselage_15_20_solid, Size 15/20 Solid Fuel Fuselage
hbm:mp_warhead_10_he, Size 10 HE Warhead
hbm:mp_warhead_10_incendiary, Size 10 Incendiary Warhead
hbm:mp_warhead_10_buster, Size 10 Bunker Buster Warhead
hbm:mp_warhead_10_nuclear, Size 10 Micro Nuclear Warhead
hbm:mp_warhead_10_nuclear_large, Size 10 Nuclear Warhead
hbm:mp_warhead_10_taint, Size 10 Tainted Warhead
hbm:mp_warhead_10_cloud, Size 10 Pink Cloud Warhead
hbm:mp_warhead_15_he, Size 15 HE Warhead
hbm:mp_warhead_15_incendiary, Size 15 Incendiary Warhead
hbm:mp_warhead_15_nuclear, Size 15 Nuclear Warhead
hbm:mp_warhead_15_nuclear_shark, Size 15 Nuclear Warhead
hbm:mp_warhead_15_thermo, Size 15 Thermonuclear Warhead
hbm:mp_warhead_15_mirv, Size 15 MIRV Warhead
hbm:mp_warhead_15_boxcar, Size 15 Boxcar?
hbm:mp_warhead_15_n2, Size 15 N² Mine
hbm:mp_warhead_15_balefire, Size 15 BF Warhead
hbm:mp_warhead_15_volcano, Size 15 Volcano Warhead
hbm:mp_warhead_15_turbine, Size 15 Jet Engine
hbm:mp_c_1, Tier 1 Missile Targeting Circuit
hbm:mp_c_2, Tier 2 Missile Targeting Circuit
hbm:mp_c_3, Tier 3 Missile Targeting Circuit
hbm:mp_c_4, Tier 4 Missile Targeting Circuit
hbm:mp_c_5, Tier 5 Missile Targeting Circuit
hbm:missile_skin_camo, Missile Skin: Camo
hbm:missile_skin_desert, Missile Skin: Desert Camo
hbm:missile_skin_flames, Missile Skin: Sick Flames
hbm:missile_skin_manly_pink, Missile Skin: Manly Pink
hbm:missile_skin_orange_insulation, Missile Skin: Orange Insulation
hbm:missile_skin_sleek, Missile Skin: IF-R&D
hbm:missile_skin_soviet_glory, Missile Skin: Soviet Glory
hbm:missile_skin_soviet_stank, Missile Skin: Soviet Stank
hbm:missile_skin_metal, Missile Skin: Metal
hbm:missile_custom, Custom Missile
hbm:sliding_blast_door_skin0, Sideways Sliding Blast Door Default Skin
hbm:sliding_blast_door_skin1, Sideways Sliding Blast Door Variant 1 Skin
hbm:sliding_blast_door_skin2, Sideways Sliding Blast Door Variant 2 Skin
hbm:door_metal, Metal Door
hbm:door_office, Office Door
hbm:door_bunker, Bunker Door
hbm:door_red, Red Door
hbm:record_lc, item.record_lc.name
hbm:record_ss, item.record_ss.name
hbm:record_vc, item.record_vc.name
hbm:record_glass, item.record_glass.name
hbm:flame_pony, Painting of a Cartoon Pony
hbm:flame_conspiracy, Conspiracy Theory
hbm:flame_politics, Political Topic
hbm:flame_opinion, Own Opinion
hbm:polaroid, The Polaroid
hbm:glitch, Glitch
hbm:burnt_bark, Burnt Bark
hbm:letter, Express Mail
hbm:book_secret, 3-596-50802-9
hbm:clay_tablet:0, Clay Tablet
hbm:book_of_, The Book of Boxcars
hbm:book_lemegeton, Lemegeton
hbm:page_of_:0, Page 1
hbm:page_of_:1, Page 2
hbm:page_of_:2, Page 3
hbm:page_of_:3, Page 4
hbm:page_of_:4, Page 5
hbm:page_of_:5, Page 6
hbm:page_of_:6, Page 7
hbm:page_of_:7, Page 8
hbm:crystal_horn, Crystal Horn
hbm:crystal_charred, Charred Crystal
hbm:watch, Broken Pocket Watch
hbm:apple_euphemium, Euphemium Apple
hbm:wand_k, Construction Wand
hbm:wand_s, Structure Wand
hbm:wand_d, Debug Wand
hbm:rod_of_discord, Rod of Discord
hbm:analyzer, Analyzer
hbm:defuser, High-Tech Bomb Defusing Device
hbm:defuser_desh, Desh High-Tech Bomb Defusing Device
hbm:meltdown_tool, Dyatlov Instant Meltdown Applicator
hbm:chopper_head, Hunter Chopper Cockpit
hbm:chopper_gun, Emplacement Gun
hbm:chopper_torso, Hunter Chopper Body
hbm:chopper_tail, Hunter Chopper Tail
hbm:chopper_wing, Hunter Chopper Wing
hbm:chopper_blades, Hunter Chopper Rotor Blades
hbm:combine_scrap, CMB Scrap Metal
hbm:shimmer_head, Heavy Hammer Head
hbm:shimmer_axe_head, Heavy Axe Head
hbm:shimmer_handle, Reinforced Polymer Handle
hbm:telepad, Telepad
hbm:entanglement_kit, Entanglement Kit
hbm:achievement_icon:0, item.achievement_icon.gofish.name
hbm:achievement_icon:1, item.achievement_icon.acid.name
hbm:achievement_icon:2, item.achievement_icon.balls.name
hbm:achievement_icon:3, item.achievement_icon.digammasee.name
hbm:achievement_icon:4, item.achievement_icon.digammafeel.name
hbm:achievement_icon:5, item.achievement_icon.digammaknow.name
hbm:achievement_icon:6, item.achievement_icon.digammakauaimoho.name
hbm:achievement_icon:7, item.achievement_icon.digammaupontop.name
hbm:achievement_icon:8, item.achievement_icon.digammaforourright.name
hbm:achievement_icon:9, item.achievement_icon.questionmark.name
hbm:cloud1, item.cloud1.name
hbm:cloud2, item.cloud2.name
hbm:cloud3, item.cloud3.name
hbm:cloud4, item.cloud4.name
hbm:cloud5, item.cloud5.name
hbm:cloud6, item.cloud6.name
hbm:cloud7, item.cloud7.name
hbm:cloud8, item.cloud8.name
hbm:flame_1, item.flame_1.name
hbm:flame_2, item.flame_2.name
hbm:flame_3, item.flame_3.name
hbm:flame_4, item.flame_4.name
hbm:flame_5, item.flame_5.name
hbm:flame_6, item.flame_6.name
hbm:flame_7, item.flame_7.name
hbm:flame_8, item.flame_8.name
hbm:flame_9, item.flame_9.name
hbm:flame_10, item.flame_10.name
hbm:orange1, item.orange1.name
hbm:orange2, item.orange2.name
hbm:orange3, item.orange3.name
hbm:orange4, item.orange4.name
hbm:orange5, item.orange5.name
hbm:orange6, item.orange6.name
hbm:orange7, item.orange7.name
hbm:orange8, item.orange8.name
hbm:pc1, item.pc1.name
hbm:pc2, item.pc2.name
hbm:pc3, item.pc3.name
hbm:pc4, item.pc4.name
hbm:pc5, item.pc5.name
hbm:pc6, item.pc6.name
hbm:pc7, item.pc7.name
hbm:pc8, item.pc8.name
hbm:chlorine1, item.chlorine1.name
hbm:chlorine2, item.chlorine2.name
hbm:chlorine3, item.chlorine3.name
hbm:chlorine4, item.chlorine4.name
hbm:chlorine5, item.chlorine5.name
hbm:chlorine6, item.chlorine6.name
hbm:chlorine7, item.chlorine7.name
hbm:chlorine8, item.chlorine8.name
hbm:ln2_1, item.ln2_1.name
hbm:ln2_2, item.ln2_2.name
hbm:ln2_3, item.ln2_3.name
hbm:ln2_4, item.ln2_4.name
hbm:ln2_5, item.ln2_5.name
hbm:ln2_6, item.ln2_6.name
hbm:ln2_7, item.ln2_7.name
hbm:ln2_8, item.ln2_8.name
hbm:ln2_9, item.ln2_9.name
hbm:ln2_10, item.ln2_10.name
hbm:nothing, Nothing
hbm:broken_item, item.broken_item.name
hbm:ducc, ducc
hbm:discharge, item.discharge.name
hbm:undefined, Undefined
hbm:mysteryshovel, Brittle Spade
hbm:memory, item.null.name
hbm:conveyor_wand:0, Conveyor Belt
hbm:conveyor_wand:1, Express Conveyor Belt
hbm:conveyor_wand:2, Double-Lane Conveyor Belt
hbm:conveyor_wand:3, Triple-Lane Conveyor Belt
hbm:part_generic:0, Pneumatic Piston
hbm:part_generic:1, Hydraulic Piston
hbm:part_generic:2, Electric Piston
hbm:part_generic:3, Low-Density Element
hbm:part_generic:4, Heavy Duty Element
hbm:part_generic:5, Polarized Lens
hbm:item_secret:0, Composition SB-26
hbm:item_secret:1, Proprietary Control Unit
hbm:item_secret:2, Selenium Steel
hbm:item_secret:3, Aberrator Part
hbm:item_secret:4, Folly Part
hbm:item_expensive:0, Bolted Steel Plating
hbm:item_expensive:1, Heavy Framework
hbm:item_expensive:2, Extensive Circuit Board
hbm:item_expensive:3, Radiation Resistant Plating
hbm:item_expensive:4, Reinforced Ferrouranium Panels
hbm:item_expensive:5, Mainframe
hbm:item_expensive:6, Bronze Structural Elements
hbm:item_expensive:7, Plastic Panels
hbm:item_expensive:8, item.item_expensive.gold_dust.name
hbm:item_expensive:9, item.item_expensive.degenerate_matter.name
hbm:chemical_dye:0, Chemical Dye (Black)
hbm:chemical_dye:1, Chemical Dye (Red)
hbm:chemical_dye:2, Chemical Dye (Green)
hbm:chemical_dye:3, Chemical Dye (Brown)
hbm:chemical_dye:4, Chemical Dye (Blue)
hbm:chemical_dye:5, Chemical Dye (Purple)
hbm:chemical_dye:6, Chemical Dye (Cyan)
hbm:chemical_dye:7, Chemical Dye (Light Gray)
hbm:chemical_dye:8, Chemical Dye (Gray)
hbm:chemical_dye:9, Chemical Dye (Pink)
hbm:chemical_dye:10, Chemical Dye (Lime)
hbm:chemical_dye:11, Chemical Dye (Yellow)
hbm:chemical_dye:12, Chemical Dye (Light Blue)
hbm:chemical_dye:13, Chemical Dye (Magenta)
hbm:chemical_dye:14, Chemical Dye (Orange)
hbm:chemical_dye:15, Chemical Dye (White)
hbm:crayon:0, Black Crayon
hbm:crayon:1, Red Crayon
hbm:crayon:2, Green Crayon
hbm:crayon:3, Brown Crayon
hbm:crayon:4, Blue Crayon
hbm:crayon:5, Purple Crayon
hbm:crayon:6, Cyan Crayon
hbm:crayon:7, Light Gray Crayon
hbm:crayon:8, Gray Crayon
hbm:crayon:9, Pink Crayon
hbm:crayon:10, Lime Crayon
hbm:crayon:11, Yellow Crayon
hbm:crayon:12, Light Blue Crayon
hbm:crayon:13, Magenta Crayon
hbm:crayon:14, Orange Crayon
hbm:crayon:15, White Crayon
hbm:drax, Terra Drill
hbm:drax_mk2, Hardened Terra Drill
hbm:drax_mk3, Schrabidic Terra Drill
hbm:ammo_debug, item.ammo_debug.name
hbm:ammo_standard:0, Ball and Powder
hbm:ammo_standard:1, Flint and Powder
hbm:ammo_standard:2, Iron Ball and Powder
hbm:ammo_standard:3, Shot and Powder
hbm:ammo_standard:4, .357 Magnum Round (Black Powder)
hbm:ammo_standard:5, .357 Magnum Round (Soft Point)
hbm:ammo_standard:6, .357 Magnum Round (Full Metal Jacket)
hbm:ammo_standard:7, .357 Magnum Round (Jacketed Hollow Point)
hbm:ammo_standard:8, .357 Magnum Round (Armor Piercing)
hbm:ammo_standard:9, .357 Magnum Round (FMJ Express)
hbm:ammo_standard:10, .44 Magnum Round (Black Powder)
hbm:ammo_standard:11, .44 Magnum Round (Soft Point)
hbm:ammo_standard:12, .44 Magnum Round (Full Metal Jacket)
hbm:ammo_standard:13, .44 Magnum Round (Jacketed Hollow Point)
hbm:ammo_standard:14, .44 Magnum Round (Armor Piercing)
hbm:ammo_standard:15, .44 Magnum Round (FMJ Express)
hbm:ammo_standard:16, .22 LR Round (Soft Point)
hbm:ammo_standard:17, .22 LR Round (Full Metal Jacket)
hbm:ammo_standard:18, .22 LR Round (Jacketed Hollow Point)
hbm:ammo_standard:19, .22 LR Round (Armor Piercing)
hbm:ammo_standard:20, 9mm Round (Soft Point)
hbm:ammo_standard:21, 9mm Round (Full Metal Jacket)
hbm:ammo_standard:22, 9mm Round (Jacketed Hollow Point)
hbm:ammo_standard:23, 9mm Round (Armor Piercing)
hbm:ammo_standard:24, 5.56mm Round (Soft Point)
